source_id,canonical_event_key,known_class,substation_id,source_event_id,disturbance_row_id,fault_probability,fault_pred,task_context_probability,task_context_pred,activity_candidate_probability,activity_candidate_pred,activity_pre_probability,activity_pre_pred,activity_post_probability,activity_post_pred,final_operational_label,supporting_context_tags,policy_reason,review_required,fault_boundary_near,signal_conflict,window_policy,window_start,window_end,coverage_rate,hard_normal_tag
disturbance_0124_task_post_1d,disturbance_0124_task_post_1d,task,21,,124.0,,,0.9428413276109344,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-01-29 17:26:09,2019-01-30 17:26:09,1.0,
disturbance_0126_task_post_1d,disturbance_0126_task_post_1d,task,21,,126.0,,,0.9628129884120072,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-10-23 07:40:23,2019-10-24 07:40:23,1.0,
disturbance_0019_task_post_1d,disturbance_0019_task_post_1d,task,6,,19.0,,,0.9481054616744286,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-04-17 06:49:46,2019-04-18 06:49:46,1.0,
disturbance_0073_task_post_1d,disturbance_0073_task_post_1d,task,14,,73.0,,,0.9771598147287814,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-05-11 13:59:12,2018-05-12 13:59:12,1.0,
disturbance_0075_task_post_1d,disturbance_0075_task_post_1d,task,14,,75.0,,,0.9487721283410954,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-10-01 09:58:24,2018-10-02 09:58:24,1.0,
disturbance_0098_task_post_1d,disturbance_0098_task_post_1d,task,19,,98.0,,,0.9766843958575292,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-11-22 06:41:58,2018-11-23 06:41:58,1.0,
disturbance_0100_task_post_1d,disturbance_0100_task_post_1d,task,19,,100.0,,,0.9864286639351304,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-10-08 15:43:59,2019-10-09 15:43:59,1.0,
disturbance_0101_task_post_1d,disturbance_0101_task_post_1d,task,19,,101.0,,,0.9899127909192574,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-10-18 12:40:52,2019-10-19 12:40:52,1.0,
disturbance_0103_task_post_1d,disturbance_0103_task_post_1d,task,19,,103.0,,,0.8732267813211089,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-12-06 10:34:43,2019-12-07 10:34:43,1.0,
disturbance_0104_task_post_1d,disturbance_0104_task_post_1d,task,19,,104.0,,,0.8727609448103162,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-12-15 20:50:08,2019-12-16 20:50:08,1.0,
disturbance_0081_task_post_1d,disturbance_0081_task_post_1d,task,16,,81.0,,,0.9870403628788286,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2017-07-31 17:35:18,2017-08-01 17:35:18,1.0,
disturbance_0094_task_post_1d,disturbance_0094_task_post_1d,task,18,,94.0,,,0.8994835616553604,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-04-24 11:25:46,2019-04-25 11:25:46,1.0,
disturbance_0110_task_post_1d,disturbance_0110_task_post_1d,task,20,,110.0,,,0.9749651332978518,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-02-22 06:05:16,2019-02-23 06:05:16,1.0,
disturbance_0111_task_post_1d,disturbance_0111_task_post_1d,task,20,,111.0,,,0.9020151708507628,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-03-07 16:36:28,2019-03-08 16:36:28,1.0,
disturbance_0137_task_post_1d,disturbance_0137_task_post_1d,task,24,,137.0,,,0.9419537383634232,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-11-01 07:18:16,2018-11-02 07:18:16,1.0,
disturbance_0138_task_post_1d,disturbance_0138_task_post_1d,task,26,,138.0,,,0.9868528362717616,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-10-24 10:54:58,2018-10-25 10:54:58,1.0,
disturbance_0139_task_post_1d,disturbance_0139_task_post_1d,task,26,,139.0,,,0.893118447204039,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-10-26 07:00:27,2018-10-27 07:00:27,1.0,
disturbance_0140_task_post_1d,disturbance_0140_task_post_1d,task,26,,140.0,,,0.8492168249159652,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-03-11 15:31:31,2020-03-12 15:31:31,1.0,
disturbance_0152_task_post_1d,disturbance_0152_task_post_1d,task,29,,152.0,,,0.8981819743537731,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-09-16 17:40:34,2019-09-17 17:40:34,1.0,
disturbance_0017_task_post_1d,disturbance_0017_task_post_1d,task,5,,17.0,,,0.9850830176099816,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-02-04 17:03:02,2020-02-05 17:03:02,1.0,
disturbance_0032_task_post_1d,disturbance_0032_task_post_1d,task,7,,32.0,,,0.964283918710076,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2017-12-08 10:17:10,2017-12-09 10:17:10,1.0,
disturbance_0034_task_post_1d,disturbance_0034_task_post_1d,task,7,,34.0,,,0.9874601219870855,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-01-10 06:13:18,2019-01-11 06:13:18,1.0,
disturbance_0148_task_post_1d,disturbance_0148_task_post_1d,task,28,,148.0,,,0.8429053746800774,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-10-07 21:10:18,2019-10-08 21:10:18,1.0,
disturbance_0150_task_post_1d,disturbance_0150_task_post_1d,task,28,,150.0,,,0.9853988778250352,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-01-14 06:47:32,2020-01-15 06:47:32,1.0,
disturbance_0151_task_post_1d,disturbance_0151_task_post_1d,task,28,,151.0,,,0.7719388516277345,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-06-07 19:13:29,2020-06-08 19:13:29,1.0,
disturbance_0161_task_post_1d,disturbance_0161_task_post_1d,task,31,,161.0,,,0.9333295548478172,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-01-14 13:57:05,2020-01-15 13:57:05,1.0,
disturbance_0163_task_post_1d,disturbance_0163_task_post_1d,task,32,,163.0,,,0.9786436236705872,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-03-31 09:48:23,2020-04-01 09:48:23,1.0,
disturbance_0052_task_post_1d,disturbance_0052_task_post_1d,task,11,,52.0,,,0.9861544868242972,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-07-02 15:02:04,2018-07-03 15:02:04,1.0,
disturbance_0054_task_post_1d,disturbance_0054_task_post_1d,task,11,,54.0,,,0.9796211534909638,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-11-26 05:56:59,2018-11-27 05:56:59,1.0,
disturbance_0056_task_post_1d,disturbance_0056_task_post_1d,task,11,,56.0,,,0.9821720609811774,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-01-14 16:29:40,2019-01-15 16:29:40,1.0,
disturbance_0066_task_post_1d,disturbance_0066_task_post_1d,task,13,,66.0,,,0.9432571425151172,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-05-27 14:42:13,2020-05-28 14:42:13,1.0,
disturbance_0142_task_post_1d,disturbance_0142_task_post_1d,task,27,,142.0,,,0.9587946000612468,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-11-27 06:52:10,2019-11-28 06:52:10,1.0,
disturbance_0145_task_post_1d,disturbance_0145_task_post_1d,task,27,,145.0,,,0.9759529077623178,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-04-01 07:10:21,2020-04-02 07:10:21,1.0,
disturbance_0157_task_post_1d,disturbance_0157_task_post_1d,task,30,,157.0,,,0.9304008540197676,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-01-06 01:20:43,2020-01-07 01:20:43,1.0,
disturbance_0159_task_post_1d,disturbance_0159_task_post_1d,task,30,,159.0,,,0.9239071186583538,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-03-22 18:45:31,2020-03-23 18:45:31,1.0,
disturbance_0002_activity,disturbance_0002_activity,activity,3,2.0,2.0,,,,,0.9767644744631632,1,0.9655708742588184,1.0,0.9767644744631632,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-11-23 00:00:00,2015-11-25 00:00:00,1.0,
disturbance_0004_activity,disturbance_0004_activity,activity,3,4.0,4.0,,,,,0.9770522376576798,1,0.9770522376576798,1.0,0.9766555212767208,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-02-28 00:00:00,2016-03-01 00:00:00,1.0,
disturbance_0007_activity,disturbance_0007_activity,activity,4,7.0,7.0,,,,,0.9808252716281752,1,0.9808252716281752,1.0,0.971241140479978,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-02-26 00:00:00,2015-02-28 00:00:00,1.0,
disturbance_0009_activity,disturbance_0009_activity,activity,4,9.0,9.0,,,,,0.9836824144853182,1,0.9836824144853182,1.0,0.9751123090623536,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-07-31 00:00:00,2016-08-02 00:00:00,1.0,
disturbance_0011_activity,disturbance_0011_activity,activity,4,11.0,11.0,,,,,0.9382091903687672,1,0.932008186567858,1.0,0.9382091903687672,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-02-09 00:00:00,2017-02-11 00:00:00,1.0,
disturbance_0012_activity,disturbance_0012_activity,activity,5,12.0,12.0,,,,,0.9807231200079728,1,0.9807231200079728,1.0,0.9544676048403674,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-02-22 00:00:00,2015-02-24 00:00:00,1.0,
disturbance_0013_activity,disturbance_0013_activity,activity,5,13.0,13.0,,,,,0.9687226274213162,1,0.9437458505355234,1.0,0.9687226274213162,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-11-16 00:00:00,2015-11-18 00:00:00,1.0,
disturbance_0014_activity,disturbance_0014_activity,activity,5,14.0,14.0,,,,,0.9838117443465972,1,0.9838117443465972,1.0,0.9794650450862444,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-03-08 00:00:00,2016-03-10 00:00:00,1.0,
disturbance_0015_activity,disturbance_0015_activity,activity,5,15.0,15.0,,,,,0.9649210954998032,1,0.92856321513842,1.0,0.9649210954998032,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-04-02 00:00:00,2017-04-04 00:00:00,0.9652777777777778,
disturbance_0020_activity,disturbance_0020_activity,activity,7,20.0,20.0,,,,,0.9738592098332592,1,0.9738592098332592,1.0,0.9681300293688668,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-02-26 00:00:00,2015-02-28 00:00:00,1.0,
disturbance_0024_activity,disturbance_0024_activity,activity,7,24.0,24.0,,,,,0.9799432257082992,1,0.9799432257082992,1.0,0.9636940991858104,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-10-04 00:00:00,2015-10-06 00:00:00,1.0,
disturbance_0025_activity,disturbance_0025_activity,activity,7,25.0,25.0,,,,,0.9789862259500636,1,0.8919637689266809,1.0,0.9789862259500636,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-11-11 00:00:00,2015-11-13 00:00:00,1.0,
disturbance_0026_activity,disturbance_0026_activity,activity,7,26.0,26.0,,,,,0.9835796167546612,1,0.9540606190233554,1.0,0.9835796167546612,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-12-14 00:00:00,2015-12-16 00:00:00,1.0,
disturbance_0029_activity,disturbance_0029_activity,activity,7,29.0,29.0,,,,,0.9877740611991056,1,0.9472375803874366,1.0,0.9877740611991056,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-01-31 00:00:00,2016-02-02 00:00:00,1.0,
disturbance_0036_activity,disturbance_0036_activity,activity,8,36.0,36.0,,,,,0.9571669973673752,1,0.9571669973673752,1.0,0.9358883722979492,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-09-23 00:00:00,2015-09-25 00:00:00,1.0,
disturbance_0040_activity,disturbance_0040_activity,activity,9,40.0,40.0,,,,,0.9846498847636604,1,0.9846498847636604,1.0,0.9486968360344312,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-02-24 00:00:00,2015-02-26 00:00:00,1.0,
disturbance_0044_activity,disturbance_0044_activity,activity,10,44.0,44.0,,,,,0.942038967722332,1,0.942038967722332,1.0,,,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2013-08-01 00:00:00,2013-08-02 00:00:00,1.0,
disturbance_0045_activity,disturbance_0045_activity,activity,10,45.0,45.0,,,,,0.974600162230511,1,0.9146171554885064,1.0,0.974600162230511,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2014-05-03 00:00:00,2014-05-05 00:00:00,0.9930555555555556,
disturbance_0047_activity,disturbance_0047_activity,activity,10,47.0,47.0,,,,,0.9668682581893608,1,0.9646861607581516,1.0,0.9668682581893608,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2014-05-04 00:00:00,2014-05-06 00:00:00,0.9930555555555556,
disturbance_0049_activity,disturbance_0049_activity,activity,11,49.0,49.0,,,,,0.9884966472573066,1,0.9884966472573066,1.0,0.962032654085616,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2014-06-22 00:00:00,2014-06-24 00:00:00,1.0,
disturbance_0050_activity,disturbance_0050_activity,activity,11,50.0,50.0,,,,,0.9896077583684176,1,0.9896077583684176,1.0,0.9773779400082888,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-12-06 00:00:00,2015-12-08 00:00:00,1.0,
disturbance_0057_activity,disturbance_0057_activity,activity,12,57.0,57.0,,,,,0.9705027645628822,1,0.9322036908898574,1.0,0.9705027645628822,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2014-10-20 00:00:00,2014-10-22 00:00:00,1.0,
disturbance_0058_activity,disturbance_0058_activity,activity,12,58.0,58.0,,,,,0.9872169729035674,1,0.9872169729035674,1.0,0.959969428065504,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-07-07 00:00:00,2015-07-09 00:00:00,1.0,
disturbance_0060_activity,disturbance_0060_activity,activity,12,60.0,60.0,,,,,0.9818062925023744,1,0.9818062925023744,1.0,0.9447436466230044,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-04-02 00:00:00,2017-04-04 00:00:00,0.9652777777777778,
disturbance_0061_activity,disturbance_0061_activity,activity,13,61.0,61.0,,,,,0.9757150122093428,1,0.97221226657767,1.0,0.9757150122093428,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-03-17 00:00:00,2015-03-19 00:00:00,1.0,
disturbance_0063_activity,disturbance_0063_activity,activity,13,63.0,63.0,,,,,0.9771249037310762,1,0.9765737334843174,1.0,0.9771249037310762,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-07-21 00:00:00,2016-07-23 00:00:00,1.0,
disturbance_0064_activity,disturbance_0064_activity,activity,13,64.0,64.0,,,,,0.9818538778240148,1,0.9701971986109892,1.0,0.9818538778240148,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-03-13 00:00:00,2017-03-15 00:00:00,1.0,
disturbance_0071_activity,disturbance_0071_activity,activity,14,71.0,71.0,,,,,0.9754698461422214,1,0.9754698461422214,1.0,0.9739555797598414,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-07-21 00:00:00,2016-07-23 00:00:00,1.0,
disturbance_0072_activity,disturbance_0072_activity,activity,14,72.0,72.0,,,,,0.9842814809118297,1,0.935779448465615,1.0,0.9842814809118297,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-03-13 00:00:00,2017-03-15 00:00:00,1.0,
disturbance_0076_activity,disturbance_0076_activity,activity,15,76.0,76.0,,,,,0.953932751158694,1,0.953932751158694,1.0,0.9068100389953554,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-01-25 00:00:00,2017-01-27 00:00:00,1.0,
disturbance_0077_activity,disturbance_0077_activity,activity,15,77.0,77.0,,,,,0.961890597929865,1,0.961890597929865,1.0,0.9393563009964946,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-04-02 00:00:00,2017-04-04 00:00:00,0.9652777777777778,
disturbance_0082_activity,disturbance_0082_activity,activity,17,82.0,82.0,,,,,0.9778044550245918,1,0.9340370242231906,1.0,0.9778044550245918,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-11-30 00:00:00,2015-12-02 00:00:00,1.0,
disturbance_0083_activity,disturbance_0083_activity,activity,17,83.0,83.0,,,,,0.9813275620345407,1,0.9778960884739872,1.0,0.9813275620345407,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-12-01 00:00:00,2015-12-03 00:00:00,1.0,
disturbance_0088_activity,disturbance_0088_activity,activity,18,88.0,88.0,,,,,0.987742679003338,1,0.987742679003338,1.0,0.9737162635205252,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2014-03-31 00:00:00,2014-04-02 00:00:00,1.0,
disturbance_0093_activity,disturbance_0093_activity,activity,18,93.0,93.0,,,,,0.9747541440511596,1,0.9636160536614736,1.0,0.9747541440511596,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-05-16 00:00:00,2016-05-18 00:00:00,1.0,
disturbance_0105_activity,disturbance_0105_activity,activity,20,105.0,105.0,,,,,0.9660416547550976,1,0.9660416547550976,1.0,0.9572794440013264,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-09-20 00:00:00,2015-09-22 00:00:00,1.0,
disturbance_0106_activity,disturbance_0106_activity,activity,20,106.0,106.0,,,,,0.9614886825630128,1,0.9614886825630128,1.0,0.9568055217104212,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-10-22 00:00:00,2015-10-24 00:00:00,1.0,
disturbance_0107_activity,disturbance_0107_activity,activity,20,107.0,107.0,,,,,0.963059625359762,1,0.963059625359762,1.0,0.9312489491964052,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2016-08-08 00:00:00,2016-08-10 00:00:00,1.0,
disturbance_0112_activity,disturbance_0112_activity,activity,21,112.0,112.0,,,,,0.9876404050458472,1,0.9876404050458472,1.0,0.9767144185198284,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-03-05 00:00:00,2015-03-07 00:00:00,1.0,
disturbance_0114_activity,disturbance_0114_activity,activity,21,114.0,114.0,,,,,0.9617697046681752,1,0.9617697046681752,1.0,0.8290425579633183,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2015-11-25 00:00:00,2015-11-27 00:00:00,1.0,
disturbance_0117_activity,disturbance_0117_activity,activity,21,117.0,117.0,,,,,0.9876128477266232,1,0.9876128477266232,1.0,0.9688543846121248,1.0,activity_context_or_candidate_signal,activity_pre_candidate_pred|activity_post_context_pred|activity_missingness_sensitive,fault/task are not positive and activity candidate/context signal is positive; activity remains missingness-sensitive.,True,False,False,activity_pre_1d|activity_post_1d,2017-03-13 00:00:00,2017-03-15 00:00:00,1.0,
